"","time","val"
"1",1950,0.377
"2",1950.08333333333,0.246
"3",1950.16666666667,0.311
"4",1950.25,0.104
"5",1950.33333333333,-0.016
"6",1950.41666666667,0.235
"7",1950.5,0.137
"8",1950.58333333333,0.191
"9",1950.66666666667,-0.016
"10",1950.75,0.29
"11",1950.83333333333,0.038
"12",1950.91666666667,-0.016
"13",1951,-0.158
"14",1951.08333333333,0.366
"15",1951.16666666667,0.607
"16",1951.25,-0.355
"17",1951.33333333333,-0.18
"18",1951.41666666667,0.268
"19",1951.5,0.093
"20",1951.58333333333,0.027
"21",1951.66666666667,0.246
"22",1951.75,0.202
"23",1951.83333333333,0.432
"24",1951.91666666667,0.617
"25",1952,0.76
"26",1952.08333333333,0.891
"27",1952.16666666667,0.607
"28",1952.25,0.574
"29",1952.33333333333,0.005
"30",1952.41666666667,0.475
"31",1952.5,0.202
"32",1952.58333333333,-0.027
"33",1952.66666666667,-0.038
"34",1952.75,0.716
"35",1952.83333333333,0.836
"36",1952.91666666667,0.891
"37",1953,0.53
"38",1953.08333333333,0.53
"39",1953.16666666667,0.377
"40",1953.25,-0.235
"41",1953.33333333333,-0.585
"42",1953.41666666667,-0.18
"43",1953.5,-0.53
"44",1953.58333333333,-0.464
"45",1953.66666666667,-0.443
"46",1953.75,0.049
"47",1953.83333333333,0.454
"48",1953.91666666667,0.257
"49",1954,0.41
"50",1954.08333333333,0.224
"51",1954.16666666667,0.148
"52",1954.25,-0.432
"53",1954.33333333333,-0.093
"54",1954.41666666667,-0.268
"55",1954.5,0.158
"56",1954.58333333333,-0.06
"57",1954.66666666667,-0.399
"58",1954.75,0.235
"59",1954.83333333333,0.366
"60",1954.91666666667,0.202
"61",1955,0.344
"62",1955.08333333333,-0.038
"63",1955.16666666667,0.29
"64",1955.25,-0.126
"65",1955.33333333333,-0.366
"66",1955.41666666667,-0.115
"67",1955.5,-0.301
"68",1955.58333333333,-0.486
"69",1955.66666666667,-0.137
"70",1955.75,0.738
"71",1955.83333333333,0.366
"72",1955.91666666667,0.366
"73",1956,0.65
"74",1956.08333333333,0.628
"75",1956.16666666667,0.126
"76",1956.25,0.169
"77",1956.33333333333,0.137
"78",1956.41666666667,-0.257
"79",1956.5,0.169
"80",1956.58333333333,-0.093
"81",1956.66666666667,0.475
"82",1956.75,0.639
"83",1956.83333333333,0.596
"84",1956.91666666667,0.749
"85",1957,0.191
"86",1957.08333333333,1
"87",1957.16666666667,0.486
"88",1957.25,0.41
"89",1957.33333333333,0.158
"90",1957.41666666667,0.126
"91",1957.5,0.06
"92",1957.58333333333,0.246
"93",1957.66666666667,0.738
"94",1957.75,0.803
"95",1957.83333333333,0.421
"96",1957.91666666667,0.617
"97",1958,0.705
"98",1958.08333333333,0.639
"99",1958.16666666667,0.454
"100",1958.25,0.311
"101",1958.33333333333,0.355
"102",1958.41666666667,-0.158
"103",1958.5,-0.038
"104",1958.58333333333,0.115
"105",1958.66666666667,0.137
"106",1958.75,0.257
"107",1958.83333333333,0.115
"108",1958.91666666667,0.038
"109",1959,0.082
"110",1959.08333333333,0.148
"111",1959.16666666667,0.06
"112",1959.25,-0.191
"113",1959.33333333333,-0.607
"114",1959.41666666667,-0.585
"115",1959.5,-0.268
"116",1959.58333333333,-0.093
"117",1959.66666666667,-0.093
"118",1959.75,0.257
"119",1959.83333333333,-0.005
"120",1959.91666666667,0.224
"121",1960,0.169
"122",1960.08333333333,0.432
"123",1960.16666666667,0.202
"124",1960.25,-0.366
"125",1960.33333333333,-0.661
"126",1960.41666666667,0.093
"127",1960.5,-0.716
"128",1960.58333333333,0.148
"129",1960.66666666667,-0.093
"130",1960.75,0.279
"131",1960.83333333333,0.432
"132",1960.91666666667,-0.104
"133",1961,0.607
"134",1961.08333333333,0.18
"135",1961.16666666667,0.071
"136",1961.25,0.246
"137",1961.33333333333,-0.432
"138",1961.41666666667,0.06
"139",1961.5,-0.388
"140",1961.58333333333,0.202
"141",1961.66666666667,-0.104
"142",1961.75,0.191
"143",1961.83333333333,0.475
"144",1961.91666666667,0.552
"145",1962,0.169
"146",1962.08333333333,0.333
"147",1962.16666666667,-0.005
"148",1962.25,-0.038
"149",1962.33333333333,-0.126
"150",1962.41666666667,-0.443
"151",1962.5,-0.016
"152",1962.58333333333,0.027
"153",1962.66666666667,0.333
"154",1962.75,0.355
"155",1962.83333333333,0.344
"156",1962.91666666667,0.115
"157",1963,0.311
"158",1963.08333333333,0.596
"159",1963.16666666667,0.005
"160",1963.25,0.388
"161",1963.33333333333,-0.5080001
"162",1963.41666666667,-0.552
"163",1963.5,-0.858
"164",1963.58333333333,-0.596
"165",1963.66666666667,0.06
"166",1963.75,0.071
"167",1963.83333333333,0.224
"168",1963.91666666667,0.279
"169",1964,0.322
"170",1964.08333333333,0.18
"171",1964.16666666667,0.126
"172",1964.25,0.082
"173",1964.33333333333,0.126
"174",1964.41666666667,-0.213
"175",1964.5,-0.235
"176",1964.58333333333,0.169
"177",1964.66666666667,0.388
"178",1964.75,0.519
"179",1964.83333333333,0.126
"180",1964.91666666667,0.41
"181",1965,0.738
"182",1965.08333333333,0.443
"183",1965.16666666667,0.596
"184",1965.25,-0.137
"185",1965.33333333333,-0.486
"186",1965.41666666667,-0.377
"187",1965.5,0.268
"188",1965.58333333333,-0.169
"189",1965.66666666667,-0.213
"190",1965.75,-0.191
"191",1965.83333333333,0.377
"192",1965.91666666667,0.126
"193",1966,0.311
"194",1966.08333333333,0.388
"195",1966.16666666667,0.388
"196",1966.25,0.18
"197",1966.33333333333,-0.333
"198",1966.41666666667,0.049
"199",1966.5,-0.082
"200",1966.58333333333,0.191
"201",1966.66666666667,0.399
"202",1966.75,0.093
"203",1966.83333333333,0.005
"204",1966.91666666667,0.366
"205",1967,0.333
"206",1967.08333333333,0.377
"207",1967.16666666667,0.071
"208",1967.25,-0.158
"209",1967.33333333333,-0.541
"210",1967.41666666667,-0.683
"211",1967.5,-0.683
"212",1967.58333333333,-0.344
"213",1967.66666666667,-0.301
"214",1967.75,0.202
"215",1967.83333333333,-0.126
"216",1967.91666666667,0.082
"217",1968,0.115
"218",1968.08333333333,0.464
"219",1968.16666666667,0.104
"220",1968.25,-0.18
"221",1968.33333333333,-0.672
"222",1968.41666666667,0.104
"223",1968.5,-0.486
"224",1968.58333333333,0.093
"225",1968.66666666667,0.279
"226",1968.75,0.104
"227",1968.83333333333,0.18
"228",1968.91666666667,0.475
"229",1969,0.53
"230",1969.08333333333,0.661
"231",1969.16666666667,0.355
"232",1969.25,-0.344
"233",1969.33333333333,-0.038
"234",1969.41666666667,0.235
"235",1969.5,0.486
"236",1969.58333333333,0.169
"237",1969.66666666667,0.333
"238",1969.75,0.137
"239",1969.83333333333,0.169
"240",1969.91666666667,0.333
"241",1970,0.705
"242",1970.08333333333,0.377
"243",1970.16666666667,0.585
"244",1970.25,-0.126
"245",1970.33333333333,-0.213
"246",1970.41666666667,0.148
"247",1970.5,-0.126
"248",1970.58333333333,-0.344
"249",1970.66666666667,-0.5080001
"250",1970.75,0.279
"251",1970.83333333333,0.082
"252",1970.91666666667,0.355
"253",1971,0.082
"254",1971.08333333333,0.574
"255",1971.16666666667,0.355
"256",1971.25,-0.257
"257",1971.33333333333,-0.377
"258",1971.41666666667,-0.344
"259",1971.5,-0.65
"260",1971.58333333333,-0.093
"261",1971.66666666667,-0.137
"262",1971.75,0.115
"263",1971.83333333333,0.705
"264",1971.91666666667,0.399
"265",1972,0.366
"266",1972.08333333333,0.366
"267",1972.16666666667,0.038
"268",1972.25,-0.268
"269",1972.33333333333,0.322
"270",1972.41666666667,0.082
"271",1972.5,0.082
"272",1972.58333333333,0.06
"273",1972.66666666667,0.268
"274",1972.75,0.421
"275",1972.83333333333,0.77
"276",1972.91666666667,0.803
"277",1973,0.661
"278",1973.08333333333,0.716
"279",1973.16666666667,0.628
"280",1973.25,0.191
"281",1973.33333333333,0.53
"282",1973.41666666667,0.18
"283",1973.5,-0.464
"284",1973.58333333333,0.279
"285",1973.66666666667,0.355
"286",1973.75,0.202
"287",1973.83333333333,0.552
"288",1973.91666666667,0.617
"289",1974,0.104
"290",1974.08333333333,0.224
"291",1974.16666666667,0.432
"292",1974.25,-0.213
"293",1974.33333333333,-0.967
"294",1974.41666666667,-1
"295",1974.5,-0.432
"296",1974.58333333333,-0.683
"297",1974.66666666667,-0.5080001
"298",1974.75,-0.137
"299",1974.83333333333,0.082
"300",1974.91666666667,-0.06
"301",1975,0.333
"302",1975.08333333333,0.355
"303",1975.16666666667,0.388
"304",1975.25,-0.06
"305",1975.33333333333,-0.202
"306",1975.41666666667,0.005
"307",1975.5,-0.115
"308",1975.58333333333,0.137
"309",1975.66666666667,0.454
"310",1975.75,0.388
"311",1975.83333333333,0.738
"312",1975.91666666667,0.77
"313",1976,0.803
"314",1976.08333333333,0.836
"315",1976.16666666667,0.65
"316",1976.25,0.005
"317",1976.33333333333,-0.366
"318",1976.41666666667,0.071
"319",1976.5,-0.005
"320",1976.58333333333,-0.454
"321",1976.66666666667,0.191
"322",1976.75,0.432
"323",1976.83333333333,0.683
"324",1976.91666666667,0.388
"325",1977,0.235
"326",1977.08333333333,-0.093
"327",1977.16666666667,0.475
"328",1977.25,-0.082
"329",1977.33333333333,-0.617
"330",1977.41666666667,-0.093
"331",1977.5,-0.071
"332",1977.58333333333,0.432
"333",1977.66666666667,0.421
"334",1977.75,0.497
"335",1977.83333333333,0.454
"336",1977.91666666667,0.596
"337",1978,0.552
"338",1978.08333333333,0.607
"339",1978.16666666667,0.464
"340",1978.25,-0.301
"341",1978.33333333333,-0.77
"342",1978.41666666667,-0.65
"343",1978.5,-0.694
"344",1978.58333333333,-0.137
"345",1978.66666666667,-0.464
"346",1978.75,-0.246
"347",1978.83333333333,0.169
"348",1978.91666666667,-0.202
"349",1979,0.082
"350",1979.08333333333,0.607
"351",1979.16666666667,-0.158
"352",1979.25,-0.454
"353",1979.33333333333,-0.781
"354",1979.41666666667,-0.388
"355",1979.5,0.18
"356",1979.58333333333,0.06
"357",1979.66666666667,-0.5080001
"358",1979.75,-0.268
"359",1979.83333333333,0.224
"360",1979.91666666667,0.115
"361",1980,0.399
"362",1980.08333333333,0.027
"363",1980.16666666667,0.016
"364",1980.25,-0.377
"365",1980.33333333333,-0.18
"366",1980.41666666667,-0.038
"367",1980.5,-0.202
"368",1980.58333333333,0.137
"369",1980.66666666667,0.093
"370",1980.75,-0.279
"371",1980.83333333333,-0.038
"372",1980.91666666667,0.235
"373",1981,0.169
"374",1981.08333333333,0.399
"375",1981.16666666667,0.158
"376",1981.25,-0.541
"377",1981.33333333333,-0.628
"378",1981.41666666667,0.027
"379",1981.5,-0.738
"380",1981.58333333333,-0.913
"381",1981.66666666667,-0.027
"382",1981.75,0.071
"383",1981.83333333333,-0.126
"384",1981.91666666667,0.049
"385",1982,0.454
"386",1982.08333333333,0.301
"387",1982.16666666667,-0.005
"388",1982.25,-0.093
"389",1982.33333333333,-0.224
"390",1982.41666666667,-0.213
"391",1982.5,-0.311
"392",1982.58333333333,-0.235
"393",1982.66666666667,-0.322
"394",1982.75,0.322
"395",1982.83333333333,0.093
"396",1982.91666666667,0.115
"397",1983,0.77
"398",1983.08333333333,0.607
"399",1983.16666666667,-0.158
"400",1983.25,-0.235
"401",1983.33333333333,-0.202
"402",1983.41666666667,-0.333
"403",1983.5,-0.158
"404",1983.58333333333,-0.224
"405",1983.66666666667,-0.355
"406",1983.75,0.005
"407",1983.83333333333,0.454
"408",1983.91666666667,0.41
"409",1984,0.519
"410",1984.08333333333,0.541
"411",1984.16666666667,0.301
"412",1984.25,-0.574
"413",1984.33333333333,-0.344
"414",1984.41666666667,-0.279
"415",1984.5,-0.716
"416",1984.58333333333,-0.869
"417",1984.66666666667,-0.596
"418",1984.75,-0.29
"419",1984.83333333333,-0.454
"420",1984.91666666667,-0.246
"421",1985,-0.607
"422",1985.08333333333,-0.563
"423",1985.16666666667,-0.235
"424",1985.25,-0.246
"425",1985.33333333333,-0.399
"426",1985.41666666667,-0.333
"427",1985.5,-0.53
"428",1985.58333333333,-0.049
"429",1985.66666666667,0.158
"430",1985.75,0.115
"431",1985.83333333333,0.322
"432",1985.91666666667,0.115
"433",1986,0.049
"434",1986.08333333333,0.454
"435",1986.16666666667,0.158
"436",1986.25,-0.421
